panel_slug,name_nl,department_slug,fixture_type,sort,aisle_group_ids,head_terms,products,chains,min_price_eur,top_form,sample_names,notes
blauwe-bessen,Blauwe bessen,fruit-sappen,produce,30,1,blauwe bessen,31,6,1.99,vers,Blauwe bessen | Jumbo Blauwe Bessen 125 g | Spar blauwe bessen 100 gram,
watermeloen,Watermeloen,fruit-sappen,produce,40,1,watermeloen,29,6,1.05,vers,Extra watermelon single | Watermeloen | Verse watermeloen,
ananas,Ananas,fruit-sappen,produce,50,1,ananas,29,6,0.99,vers,KA Pineapple | Ananas | Verse ananas,
dadels,Dadels,fruit-sappen,produce,60,1,dadels,29,6,0.99,vers,Dadels met pit | Zongedroogde dadels | Jumbo Gedroogde Dadels Zonder Pit 250 g,
kiwi,Kiwi,fruit-sappen,produce,70,1,kiwi,27,6,0.80,vers,Zespri kiwi | kiwi groen | kiwi sungold los,
rozijnen,Rozijnen,fruit-sappen,produce,80,1,rozijnen,27,6,1.29,gedroogd,AH Rozijnen vriendjes | Jumbo Zongedroogde Sultana Rozijnen 250g | AH Rozijnen,
mango,Mango,fruit-sappen,produce,90,1,mango,25,6,1.00,vers,PLUS Mango | Mango | Mango,
aardbeien,Aardbeien,fruit-sappen,produce,100,1,aardbeien,24,6,1.69,vers,AH Doosje met aardbeien | Jumbo Vriesverse Aardbeien 250 g | Aardbeien,
frambozen,Frambozen,fruit-sappen,produce,110,1,frambozen,22,6,0.89,vers,Raak frambozen | Frambozen | Spar frambozen 80 gram,
meloen,Meloen,fruit-sappen,produce,120,1,meloen,21,6,2.16,vers,Jumbo Cantaloupe Meloen 1 Stuks | Jumbo Cantaloupe Meloen 150 g | Spar cantaloupe meloen blokjes 150 gram,
pizza-maaltijden-salades,Verse pizza,maaltijden-salades,shelf,10,6,pizza,93,6,1.09,bewerkt,PLUS Pizza mini vegetarisch | 1 de Beste Krokante pizza mozzarella cherry | AH Pizza kaas tomaat,
salade,Maaltijdsalades,maaltijden-salades,shelf,20,1,salade,48,5,1.78,bewerkt,Fresh & easy Salade komkommer tomaat | Jumbo Vegetarische Salade 450 g | Jumbo Salade Mango Curry 150 g,
pizzadeeg,Pizzadeeg,maaltijden-salades,fridge,30,6,pizzadeeg,19,5,0.99,vers,Jan Napoli pizzadeeg | Jumbo Vers Pizzadeeg Rol 400 g | PLUS Pizzadeeg met saus,
kipfilet,Kipfilet,vlees,fridge,10,3,kipfilet,155,6,1.49,vers,Encore Chicken breast with cheese | Encore Chicken breast | AH Scharrel kipfilet,
gehakt,Gehakt,vlees,fridge,20,3,gehakt,64,6,1.17,vers,PLUS Gemengd gehakt | Neutraal Gebraden gehakt BLK | Gebraden gehakt,
rundergehakt,Rundergehakt,vlees,fridge,30,3,rundergehakt,61,6,3.00,vers,Jumbo Rundergehakt 175 g | PLUS Rundergehakt | AH Rundergehakt,
rookworst,Rookworst,vlees,fridge,40,3,rookworst,58,6,1.09,vers,Slagerhuis Gelderse rookworst | Slagershuis gelderse rookworst | Slagershuis Rookworst Gelders,
gehaktballetjes,Gehaktballetjes,vlees,shelf,50,3,gehaktballetjes,46,6,2.29,bewerkt,Bits & Bites Gehaktballetjes Hollandse stijl | Mora Gehaktballetjes in Zoetzure Saus 160 g | Mora Gehaktballetjes in zoetzure saus,
biefstuk,Biefstuk,vlees,fridge,60,3,biefstuk,37,6,4.75,vers,AH Duitse biefstuk | Jumbo Duitse Biefstuk Biologisch 2 Stuks | Jumbo Rund Biefstuk 1 Stuk ca. 150 g,
spareribs,Spareribs,vlees,shelf,70,3,spareribs,36,6,4.35,bewerkt,Jumbo BBQ Spareribs Naturel ca. 300 g | Verse spareribs | Verse spareribs,
spekreepjes,Spekreepjes,vlees,fridge,80,3,spekreepjes,35,6,2.13,vers,Spekreepjes | Spar gerookte spekreepjes | Tulip Gebakken spekreepjes,
hamburger,Hamburger,vlees,fridge,90,3,hamburger,34,6,0.99,vers,DANLERS Cheesburger 1 st. | Flemmings Cheeseburgers | Beckers Hamburgers 4 Stuks,
worst,Worst,vlees,fridge,100,3,worst,34,6,1.49,vers,Chatar Qualité 250 g | Chatar Worst rund-gevogelte | Chatar Rund gevogelteworst pikant,
speklap,Speklap,vlees,fridge,110,3,speklap,33,6,2.00,vers,PLUS Speklappen met zwoerd 2 stuks | PLUS Speklappen met zwoerd 3 stuks | Jumbo Speklappen Zonder Zwoerd 2 Stuks,
kipburger,Kipburger,vlees,shelf,120,3,kipburger,27,6,1.99,bewerkt,Wahid Kipburger | Vleeschmeesters Kipburger 2 st. | AH Scharrel kipburger gepaneerd 2 stuks,
kipsate,Kipsaté,vlees,shelf,130,3,kipsaté,26,6,1.19,bewerkt,Fancy Kipsaté | kipsaté | PLUS Kipsaté,
garnalen,Garnalen,vis,fridge,10,3,garnalen,85,6,1.99,vers,Bits & Bites Gemarineerde garnaal | Grote garnalen met staart | AH Garnalen chili-olie,
zalmfilet,Zalmfilet,vis,fridge,20,3,zalmfilet,68,6,2.59,vers,AH Zalmfilet | Jumbo Wilde Zalmfilet 2 x 125 g | Wilde zalmfilets,
zalm,Zalm,vis,fridge,30,3,zalm,40,6,1.69,vers,Rosewood Delistrips zalm | Hardanger lachs Zalmsnippers gerookt | Roze zalm,
pangasiusfilet,Pangasiusfilet,vis,fridge,40,3,pangasiusfilet,31,6,2.42,vers,Vis Marine Pangasiusfilet | Pangasiusfilet | Jumbo Pangasiusfilet 270 g,
tonijn,Tonijn,vis,shelf,50,3;9,tonijn;tonijnstukken;tonijnmoot;tonijnsteak,184,5,1.19,blik,Princes Tonijn in water pouch | John West Tonijnstukken in water | Statesman Tonijn stukken in olijfolie,
gerookte-zalm,Gerookte zalm,vis,fridge,60,3,gerookte zalm,46,5,2.59,vers,AH Gerookte zalm | PLUS Gerookte Noorse zalm | 1 de Beste Gerookte zalm,
sardines,Sardines,vis,shelf,70,3,sardines,19,5,1.79,blik,Princes Sardines zonnebloemolie | Brunswick Sardines in Sojaolie 106 g | Princes Sardines in olijfolie,
kabeljauwfilet,Kabeljauwfilet,vis,fridge,80,3,kabeljauwfilet,19,5,6.49,vers,AH Kabeljauwfilet Provencaals | Kabeljauwfilet 2 st. | Queens Kabeljauwfilet met huid,
haring,Haring,vis,fridge,90,3,haring,17,5,1.79,vers,AH Zoute haringen | Jumbo Haring Hollandse Nieuwe met Uitjes 1 Stuk | Hollandse Nieuwe haring,
mosselen,Mosselen,vis,fridge,100,3,mosselen,16,5,1.99,vers,PLUS Gekookte mosselen | Jumbo Mosselen Gekookt 150 g | AH Gekookte mosselen,
hummus,Hummus,vega,shelf,10,4,hummus,65,6,1.28,bewerkt,1 de Beste Hummus naturel | AH Terra Plantaardige hummus naturel | PLUS Hummus naturel,
burger,Vegaburgers,vega,shelf,20,4,burger,43,6,1.40,bewerkt,Go Vega Plantaardige burger | Jumbo Plantaardig Burgers 2 Stuks | AH Terra Plantaardige burger,
tofu,Tofu,vega,fridge,30,4,tofu,24,6,1.25,vers,BIO+ Tofu | AH Terra Biologische tofu | Jumbo Tofu Naturel 375g,
tempeh,Tempeh,vega,fridge,40,4,tempeh,20,6,1.59,vers,AH Terra Tempeh | Tempeh blokjes | Go Vega Tempeh blokjes ketjap,
balletjes,Vega balletjes,vega,shelf,50,4,balletjes,10,6,1.49,bewerkt,Go Vega Balletjes | Vegan balletjes | Go Vega Plantaardige balletjes,
kipstukjes,Kipstukjes,vega,shelf,60,4,kipstukjes,20,5,1.79,bewerkt,Vegetarische kipstukjes | Go Vega Kipstukjes | AH Terra Plantaardige kipstukjes,
falafel,Falafel,vega,shelf,70,4,falafel,20,5,1.48,bewerkt,Go Vega Falafel | Go Vega Plantaardige falafel | AH Terra Biologische falafel,
hoemoes,Hoemoes,vega,fridge,80,4,hoemoes,17,5,1.25,vers,Maza hoemoes 100% genieten | Maza hoemoes zongedroogde tomaat | Maza Hoemoes less salt,
grillworst,Grillworst,vleeswaren,shelf,10,5,grillworst,140,6,1.49,bewerkt,AH Kip grillworst snack | Zandvliet Kipgrillworst | AH Grillworst met zaanlanderkaas,
salami,Salami,vleeswaren,fridge,20,5,salami,112,6,1.25,vers,PLUS Salami | Salami milano chianti | AH Salami,
pate,Paté,vleeswaren,shelf,30,5,paté,105,6,0.29,bewerkt,AH Paté zalm | AH Paté konijn | AH Pate met rund,
leverworst,Leverworst,vleeswaren,fridge,40,5,leverworst,101,6,0.48,vers,Verberghe Leverworst saksisch | Verberghe Vleeswaren Saksische leverworst | Kroon Saksische leverworst,
boterhamworst,Boterhamworst,vleeswaren,fridge,50,5,boterhamworst,91,6,0.99,vers,1 de Beste Boterhamworst | PLUS Blik boterhamworst | Landerij Boterhamworst,
fuet,Fuet,vleeswaren,shelf,60,5,fuet,89,6,1.19,bewerkt,Valent fuet chorizo | Argal Fuet snack sticks | Bits & Bites Fuetworstjes,
filet-americain,Filet americain,vleeswaren,shelf,70,5,filet americain,78,6,1.34,bewerkt,Pickwick Earl grey zwarte thee | Jumbo Filet Americain Naturel 70 g | AH Filet americain minder vet,
cervelaat,Cervelaat,vleeswaren,fridge,80,5,cervelaat,65,6,1.00,vers,1 de Beste Cervelaat gerookt | AH Cervelaat | AH Cervelaat kleintje,
achterham,Achterham,vleeswaren,fridge,90,5,achterham,54,6,1.49,vers,AH Achterham | Landerij Achterham | 1 de Beste Achterham flinterdun,
chorizo,Chorizo,vleeswaren,fridge,100,5,chorizo,48,6,1.59,vers,Chorizo | PLUS Chorizo extra | AH Chorizo,
ham,Ham,vleeswaren,fridge,110,5,ham,47,6,1.00,vers,1 de Beste gerookte ham | Schouderham | Schouderham,
gekookte-worst,Gekookte worst,vleeswaren,fridge,120,5,gekookte worst,43,6,0.99,vers,1 de Beste Gekookte worst | 1 de Beste gekookte worst gerookt | Jumbo Gelderse Gekookte Worst ca. 100 g,
kaas,Kaas,kaas,fridge,10,5,kaas,485,6,0.49,vers,Kampioentje | Verberghe Duobol saks naturel | Ronde kaas suisse,
geitenkaas,Geitenkaas,kaas,fridge,20,5,geitenkaas,86,6,1.65,vers,AH Verse geitenkaas naturel 48+ | Jumbo Geitenkaas Schijfjes Honing 125 g | AH Geitenkaas honing schijfjes,
smeerkaas,Smeerkaas,kaas,shelf,30,5,smeerkaas,70,6,0.59,bewerkt,PLUS Smeerkaas 20+ naturel 100gr | 1 de Beste Smeerkaas naturel  20+ | 1 de Beste Smeerkaas sambal 48+,
geraspte-kaas,Geraspte kaas,kaas,fridge,40,5,geraspte kaas,66,6,0.89,vers,Melkan Geraspte kaas 30+ | Uniekaas Rasp jong belegen 48+ | Vergeer Geraspte pizza kaas,
brie,Brie,kaas,fridge,50,5,brie,57,6,1.28,vers,Fraiche d'Or Brie pointe | AH Franse brie 60+ | Fraiche d'Or Brie,
kaasblokjes,Kaasblokjes,kaas,shelf,60,5,kaasblokjes,56,6,2.09,bewerkt,Melkan Kaasblokjes 45+ in olie | Bits & bites Kaasblokjes mosterd | PLUS N-Holl Kaasblokjes J-Beleg Kom,
parmigiano-reggiano,Parmigiano reggiano,kaas,fridge,70,5,parmigiano reggiano,30,6,1.99,vers,AH Biologisch Italiaanse parmigiano reggiano | Galbani Parmigiano Reggiano geraspt | Zanetti Parmigiano Reggiano,
camembert,Camembert,kaas,fridge,80,5,camembert,29,6,1.55,vers,PLUS Bakcamembert 45+ | Camembert 45+ | Camembert Destrier,
grana-padano,Grana padano,kaas,fridge,90,5,grana padano,22,6,2.49,vers,Galbani Grana Padano DOP Kaas 80 g | Galbani Grana Padano geraspt | Grana padano stuk,
gorgonzola,Gorgonzola,kaas,fridge,100,5,gorgonzola,12,6,2.45,vers,Gorgonzola | Melkan Gorgonzola dolce | Jumbo Gorgonzola Dolce 200 g,
jong-belegen-kaas,Jong belegen kaas,kaas,fridge,110,5,jong belegen kaas,84,5,1.90,vers,PLUS Klaverland Jong belegen komijn 48+ plakken | PLUS Klaverland Jong belegen 48+ plakken | PLUS Klaverland Jong belegen 35+ plakken,
belegen-kaas,Belegen kaas,kaas,fridge,120,5,belegen kaas,68,5,0.99,vers,Uniekaas Rasp belegen | PLUS Klaverland Belegen komijn 48+ plakken | PLUS Klaverland Belegen 48+ plakken,
yoghurt,Yoghurt,zuivel-eieren,fridge,10,2,yoghurt,354,6,0.49,vers,"De Zaanse Hoeve Yoghurt aardbei | Halfvolle yoghurt | Öing Roer Yoghurt Naturel 1,5% Vet 500 g",
kwark,Kwark,zuivel-eieren,fridge,20,2,kwark,223,6,0.85,vers,Proteïne kwark | Melkan Proteine kwark vanille | Oing Magere kwark,
drinkyoghurt,Drinkyoghurt,zuivel-eieren,shelf,30,2,drinkyoghurt,192,6,0.99,houdbaar,Fristi Drink yoghurt rood fruit | Drinkyoghurt | Optimel Drinkyoghurt vezels Framboos Bosbes 0%,
plantaardige-melk,Plantaardige melk,zuivel-eieren,shelf,40,2;4,haverdrink;amandeldrink;sojadrink;kokosdrink;rijstdrink;plantaardige melk,178,6,0.63,houdbaar,Oatly Haverdrink barista edition | AH Terra Plantaardige barista haver | Melkan Haver drink original,
halfvolle-melk,Halfvolle melk,zuivel-eieren,shelf,50,2,halfvolle melk,176,6,0.59,houdbaar,Melkan Houdbare halfvolle melk | Melkan houdbare melk halfvol | Jumbo Halfvolle Melk 500ml,
margarine,Margarine,zuivel-eieren,shelf,60,2,margarine,132,6,0.68,houdbaar,"PLUS Margarine voor koken, bakken en braden | Margarine | 1 de Beste Margarine",
vla,Vla,zuivel-eieren,fridge,70,2,vla,127,6,0.79,vers,Zuivelhoeve Boern vla karamelsnoepjes | Zuivelhoeve Boern vla vanille chocolade | Zuivelhoeve Boern vla vanille,
roomboter,Roomboter,zuivel-eieren,fridge,80,2,roomboter,126,6,1.15,vers,AH Terra Plantaardig halvarine goed begin | Roomboter | Zuivelmeester Roomboter ongezouten,
chocolademelk,Chocolademelk,zuivel-eieren,shelf,90,2,chocolademelk,118,6,0.81,houdbaar,PLUS Fairtrade chocolademelk halfvol | Jumbo Chocolademelk Halfvol 1 L | PLUS Chocolademelk halfvol 0%,
